label,text
spam,Urgent: Verify your account and win a bonus. Ref1991
spam,Limited time offer! Get free rewards today. Ref423
ham,"Hi, can we schedule a meeting for tomorrow? Ref4707"
ham,Thank you for your email. I will review it. Ref2779
ham,Reminder: team meeting at 3 PM today. Ref1836
ham,Thank you for your email. I will review it. Ref4956
spam,Urgent: Verify your account and win a bonus. Ref493
ham,Thank you for your email. I will review it. Ref2177
spam,You have been selected for an exclusive gift card. Ref2112
spam,Earn money fast from home. Click here now. Ref2477
spam,Limited time offer! Get free rewards today. Ref2069
ham,"Hi, can we schedule a meeting for tomorrow? Ref1412"
ham,Let's discuss the requirements in today's call. Ref4826
spam,Earn money fast from home. Click here now. Ref4138
spam,Urgent: Verify your account and win a bonus. Ref614
ham,Let's discuss the requirements in today's call. Ref3032
spam,Urgent: Verify your account and win a bonus. Ref575
spam,Limited time offer! Get free rewards today. Ref1742
spam,You have been selected for an exclusive gift card. Ref1357
ham,Please find the project update attached. Ref243
ham,Please find the project update attached. Ref701
spam,You have been selected for an exclusive gift card. Ref3419
spam,You have been selected for an exclusive gift card. Ref3135
spam,Urgent: Verify your account and win a bonus. Ref3292
ham,Let's discuss the requirements in today's call. Ref3956
spam,Limited time offer! Get free rewards today. Ref4880
ham,Please find the project update attached. Ref4938
ham,Let's discuss the requirements in today's call. Ref2690
spam,Limited time offer! Get free rewards today. Ref2537
spam,Congratulations! You have won a cash prize. Claim now. Ref1610
spam,Limited time offer! Get free rewards today. Ref4735
spam,Urgent: Verify your account and win a bonus. Ref4255
spam,Urgent: Verify your account and win a bonus. Ref4751
spam,Congratulations! You have won a cash prize. Claim now. Ref2092
spam,Urgent: Verify your account and win a bonus. Ref1039
ham,Please find the project update attached. Ref2074
spam,Earn money fast from home. Click here now. Ref1544
spam,Limited time offer! Get free rewards today. Ref3804
spam,Limited time offer! Get free rewards today. Ref102
ham,Thank you for your email. I will review it. Ref1845
spam,You have been selected for an exclusive gift card. Ref3904
ham,"Hi, can we schedule a meeting for tomorrow? Ref3123"
spam,Limited time offer! Get free rewards today. Ref3177
ham,"Hi, can we schedule a meeting for tomorrow? Ref3117"
ham,Please find the project update attached. Ref1994
spam,Congratulations! You have won a cash prize. Claim now. Ref4095
spam,Congratulations! You have won a cash prize. Claim now. Ref2102
spam,Urgent: Verify your account and win a bonus. Ref4542
spam,Congratulations! You have won a cash prize. Claim now. Ref2523
spam,Congratulations! You have won a cash prize. Claim now. Ref4187
spam,Congratulations! You have won a cash prize. Claim now. Ref4375
ham,"Hi, can we schedule a meeting for tomorrow? Ref923"
ham,Reminder: team meeting at 3 PM today. Ref3238
spam,Earn money fast from home. Click here now. Ref639
ham,"Hi, can we schedule a meeting for tomorrow? Ref3686"
spam,Earn money fast from home. Click here now. Ref4949
spam,Earn money fast from home. Click here now. Ref1770
ham,Please find the project update attached. Ref4097
spam,Urgent: Verify your account and win a bonus. Ref922
ham,Let's discuss the requirements in today's call. Ref4308
ham,"Hi, can we schedule a meeting for tomorrow? Ref1764"
ham,Please find the project update attached. Ref1382
ham,Thank you for your email. I will review it. Ref4982
ham,Thank you for your email. I will review it. Ref4179
spam,Limited time offer! Get free rewards today. Ref10
spam,Earn money fast from home. Click here now. Ref4814
ham,Let's discuss the requirements in today's call. Ref2903
spam,Urgent: Verify your account and win a bonus. Ref1646
ham,Thank you for your email. I will review it. Ref1359
spam,Congratulations! You have won a cash prize. Claim now. Ref3752
spam,You have been selected for an exclusive gift card. Ref1480
ham,"Hi, can we schedule a meeting for tomorrow? Ref1087"
ham,"Hi, can we schedule a meeting for tomorrow? Ref1089"
ham,Reminder: team meeting at 3 PM today. Ref276
ham,Let's discuss the requirements in today's call. Ref3962
spam,Congratulations! You have won a cash prize. Claim now. Ref687
spam,You have been selected for an exclusive gift card. Ref3225
ham,Please find the project update attached. Ref205
ham,"Hi, can we schedule a meeting for tomorrow? Ref761"
spam,You have been selected for an exclusive gift card. Ref2346
ham,Let's discuss the requirements in today's call. Ref1971
ham,Reminder: team meeting at 3 PM today. Ref75
spam,You have been selected for an exclusive gift card. Ref737
ham,Please find the project update attached. Ref1807
ham,Thank you for your email. I will review it. Ref2157
spam,Limited time offer! Get free rewards today. Ref1531
ham,Reminder: team meeting at 3 PM today. Ref2588
spam,Limited time offer! Get free rewards today. Ref220
ham,Thank you for your email. I will review it. Ref4556
spam,Congratulations! You have won a cash prize. Claim now. Ref148
ham,Reminder: team meeting at 3 PM today. Ref3203
ham,Please find the project update attached. Ref3
spam,Congratulations! You have won a cash prize. Claim now. Ref2918
spam,You have been selected for an exclusive gift card. Ref2132
spam,Limited time offer! Get free rewards today. Ref4579
spam,Congratulations! You have won a cash prize. Claim now. Ref2983
ham,Let's discuss the requirements in today's call. Ref1820
ham,Let's discuss the requirements in today's call. Ref4478
spam,Earn money fast from home. Click here now. Ref3896
ham,"Hi, can we schedule a meeting for tomorrow? Ref3091"
ham,Let's discuss the requirements in today's call. Ref2228
spam,Congratulations! You have won a cash prize. Claim now. Ref1372
ham,Let's discuss the requirements in today's call. Ref45
spam,Earn money fast from home. Click here now. Ref3683
spam,Limited time offer! Get free rewards today. Ref4664
spam,Earn money fast from home. Click here now. Ref3913
ham,Please find the project update attached. Ref2427
ham,Thank you for your email. I will review it. Ref3932
spam,Congratulations! You have won a cash prize. Claim now. Ref2756
spam,Congratulations! You have won a cash prize. Claim now. Ref2243
ham,"Hi, can we schedule a meeting for tomorrow? Ref155"
spam,You have been selected for an exclusive gift card. Ref2405
ham,Let's discuss the requirements in today's call. Ref808
ham,Please find the project update attached. Ref1378
spam,You have been selected for an exclusive gift card. Ref249
ham,Thank you for your email. I will review it. Ref1842
ham,Let's discuss the requirements in today's call. Ref1388
ham,"Hi, can we schedule a meeting for tomorrow? Ref2951"
ham,Thank you for your email. I will review it. Ref767
ham,Reminder: team meeting at 3 PM today. Ref4814
ham,Please find the project update attached. Ref4344
ham,Let's discuss the requirements in today's call. Ref4470
ham,Thank you for your email. I will review it. Ref4678
ham,Please find the project update attached. Ref4274
spam,Urgent: Verify your account and win a bonus. Ref3250
ham,Please find the project update attached. Ref3405
ham,"Hi, can we schedule a meeting for tomorrow? Ref1644"
spam,Congratulations! You have won a cash prize. Claim now. Ref1361
spam,Limited time offer! Get free rewards today. Ref3502
ham,"Hi, can we schedule a meeting for tomorrow? Ref4976"
ham,Thank you for your email. I will review it. Ref571
ham,"Hi, can we schedule a meeting for tomorrow? Ref1851"
ham,Thank you for your email. I will review it. Ref4623
ham,Let's discuss the requirements in today's call. Ref4560
spam,Limited time offer! Get free rewards today. Ref3342
spam,Limited time offer! Get free rewards today. Ref591
spam,Earn money fast from home. Click here now. Ref4675
ham,Please find the project update attached. Ref2950
ham,"Hi, can we schedule a meeting for tomorrow? Ref3596"
ham,Please find the project update attached. Ref3108
ham,Reminder: team meeting at 3 PM today. Ref1581
ham,Reminder: team meeting at 3 PM today. Ref3237
ham,"Hi, can we schedule a meeting for tomorrow? Ref1164"
spam,Congratulations! You have won a cash prize. Claim now. Ref3963
ham,Reminder: team meeting at 3 PM today. Ref4161
ham,Let's discuss the requirements in today's call. Ref4731
ham,"Hi, can we schedule a meeting for tomorrow? Ref5"
ham,Thank you for your email. I will review it. Ref946
ham,"Hi, can we schedule a meeting for tomorrow? Ref4519"
spam,Earn money fast from home. Click here now. Ref3323
ham,Please find the project update attached. Ref4990
spam,Earn money fast from home. Click here now. Ref129
spam,Limited time offer! Get free rewards today. Ref4536
spam,Congratulations! You have won a cash prize. Claim now. Ref2194
ham,Let's discuss the requirements in today's call. Ref4042
ham,Thank you for your email. I will review it. Ref3109
spam,You have been selected for an exclusive gift card. Ref3696
spam,Earn money fast from home. Click here now. Ref3732
ham,"Hi, can we schedule a meeting for tomorrow? Ref1905"
spam,Congratulations! You have won a cash prize. Claim now. Ref3051
ham,Thank you for your email. I will review it. Ref3429
ham,Reminder: team meeting at 3 PM today. Ref1954
ham,Let's discuss the requirements in today's call. Ref1499
spam,Urgent: Verify your account and win a bonus. Ref2197
spam,Congratulations! You have won a cash prize. Claim now. Ref829
spam,Congratulations! You have won a cash prize. Claim now. Ref2249
spam,Earn money fast from home. Click here now. Ref4261
spam,Urgent: Verify your account and win a bonus. Ref743
spam,Urgent: Verify your account and win a bonus. Ref4608
ham,Reminder: team meeting at 3 PM today. Ref4253
ham,"Hi, can we schedule a meeting for tomorrow? Ref1405"
ham,Please find the project update attached. Ref3069
spam,Limited time offer! Get free rewards today. Ref2399
ham,Let's discuss the requirements in today's call. Ref2368
ham,"Hi, can we schedule a meeting for tomorrow? Ref3342"
spam,You have been selected for an exclusive gift card. Ref2657
ham,Let's discuss the requirements in today's call. Ref3755
ham,Let's discuss the requirements in today's call. Ref2158
spam,You have been selected for an exclusive gift card. Ref2325
spam,Limited time offer! Get free rewards today. Ref122
spam,You have been selected for an exclusive gift card. Ref4428
spam,Congratulations! You have won a cash prize. Claim now. Ref2706
ham,"Hi, can we schedule a meeting for tomorrow? Ref514"
ham,Let's discuss the requirements in today's call. Ref1706
ham,Let's discuss the requirements in today's call. Ref3619
spam,Limited time offer! Get free rewards today. Ref4922
ham,Thank you for your email. I will review it. Ref3488
spam,Urgent: Verify your account and win a bonus. Ref399
ham,Please find the project update attached. Ref3604
ham,"Hi, can we schedule a meeting for tomorrow? Ref3125"
spam,Earn money fast from home. Click here now. Ref1413
ham,Let's discuss the requirements in today's call. Ref3607
spam,Congratulations! You have won a cash prize. Claim now. Ref3417
ham,Thank you for your email. I will review it. Ref2445
spam,Urgent: Verify your account and win a bonus. Ref2793
spam,You have been selected for an exclusive gift card. Ref3962
ham,Please find the project update attached. Ref1537
ham,Reminder: team meeting at 3 PM today. Ref3835
spam,Earn money fast from home. Click here now. Ref2081
ham,Thank you for your email. I will review it. Ref950
spam,Urgent: Verify your account and win a bonus. Ref4001
ham,"Hi, can we schedule a meeting for tomorrow? Ref4618"
spam,You have been selected for an exclusive gift card. Ref1144
spam,Congratulations! You have won a cash prize. Claim now. Ref3005
spam,Limited time offer! Get free rewards today. Ref1964
